name,pt_date_day,pt_1japt,pt_1tsait,pt_1sangt,pt_1glutrt,pt_1glutlt,pt_2japt,pt_2tsait,pt_2sangt,pt_2glutrt,pt_2glutlt,
嘉義市  ,106.7.7,40.58,0.00,0.00,46.38,47.25,3203,0,0,4167,3924,
嘉義縣  ,106.7.7,39.60,0.00,0.00,45.87,45.91,3179,0,0,4092,3817,
台南市  ,106.7.7,41.48,47.50,44.33,51.67,54.00,3305,3542,3695,4070,3958,
高雄市  ,106.7.7,40.58,0.00,43.24,47.90,49.78,3388,0,0,4213,4331,
屏東縣  ,106.7.7,40.81,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.7.7,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.7.7,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.7.7,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.7.7,42.29,0.00,0.00,51.67,51.67,3329,0,0,0,0,
基隆市  ,106.7.6,43.38,45.42,0.00,50.67,53.43,3891,4038,0,4500,4893,
台北市  ,106.7.6,44.94,46.51,45.02,52.45,56.91,3770,3898,3914,4450,4775,
新北市  ,106.7.6,43.11,44.89,44.20,50.22,54.17,3835,4028,3992,4384,4817,
桃園市  ,106.7.6,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.7.6,42.29,44.79,0.00,48.33,50.00,3440,3845,0,4167,4133,
新竹縣  ,106.7.6,39.90,44.00,0.00,48.75,49.44,3425,3917,0,4195,4333,
苗栗縣  ,106.7.6,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.7.6,42.92,47.92,44.88,48.99,52.38,3329,3834,3845,4010,4005,
彰化縣  ,106.7.6,40.00,43.88,41.97,46.53,48.16,3285,3897,3605,3966,3940,
南投縣  ,106.7.6,40.80,44.49,43.18,47.68,50.36,3592,0,3583,4083,3833,
雲林縣  ,106.7.6,39.60,43.19,0.00,44.29,46.34,3265,3861,0,4007,3815,
嘉義市  ,106.7.6,40.58,0.00,0.00,46.38,47.25,3203,0,0,4167,3924,
嘉義縣  ,106.7.6,39.60,0.00,0.00,45.87,45.91,3179,0,0,4092,3831,
台南市  ,106.7.6,41.48,47.50,44.33,51.67,54.00,3305,3542,3695,4070,3958,
高雄市  ,106.7.6,40.53,0.00,42.95,47.90,49.78,3388,0,0,4213,4331,
屏東縣  ,106.7.6,40.81,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.7.6,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.7.6,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.7.6,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.7.6,42.29,0.00,0.00,51.67,51.67,3325,0,0,0,0,
基隆市  ,106.7.5,43.96,45.00,0.00,50.12,53.69,3936,3988,0,4431,4950,
台北市  ,106.7.5,44.94,46.12,44.91,52.44,57.02,3780,3883,3881,4450,4802,
新北市  ,106.7.5,43.20,44.62,44.11,50.22,54.45,3835,4004,3982,4384,4833,
桃園市  ,106.7.5,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.7.5,42.29,44.79,0.00,48.33,50.00,3440,3845,0,4167,4133,
新竹縣  ,106.7.5,39.90,44.00,0.00,48.75,49.44,3425,3917,0,4195,4333,
苗栗縣  ,106.7.5,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.7.5,42.92,47.92,44.88,48.99,52.38,3329,3834,3845,4010,4005,
彰化縣  ,106.7.5,40.36,43.88,41.97,46.53,48.16,3285,3897,3605,3966,3940,
南投縣  ,106.7.5,40.80,44.49,43.18,47.68,50.36,3592,0,3583,4083,3833,
雲林縣  ,106.7.5,39.60,43.19,0.00,44.29,46.34,3265,3861,0,3993,3805,
嘉義市  ,106.7.5,40.58,0.00,0.00,46.38,47.25,3203,0,0,4167,3924,
嘉義縣  ,106.7.5,39.60,0.00,0.00,45.87,45.91,3175,0,0,4092,3825,
台南市  ,106.7.5,41.48,47.50,44.33,51.67,54.00,3305,3542,3695,4070,3958,
高雄市  ,106.7.5,40.53,0.00,42.95,47.90,49.78,3388,0,0,4213,4331,
屏東縣  ,106.7.5,40.81,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.7.5,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.7.5,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.7.5,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.7.5,42.29,0.00,0.00,51.67,51.67,3325,0,0,0,0,
基隆市  ,106.7.4,43.96,45.00,0.00,50.12,53.69,3936,3988,0,4431,4950,
台北市  ,106.7.4,44.94,46.12,44.91,52.44,57.02,3780,3883,3881,4450,4802,
新北市  ,106.7.4,43.20,44.62,44.11,50.22,54.45,3835,4004,3982,4384,4833,
桃園市  ,106.7.4,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.7.4,42.29,44.79,0.00,48.33,50.00,3440,3845,0,4167,4133,
新竹縣  ,106.7.4,39.90,44.00,0.00,48.75,49.44,3425,3917,0,4195,4333,
苗栗縣  ,106.7.4,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.7.4,42.92,47.92,44.88,48.99,52.38,3329,3834,3845,4010,4005,
彰化縣  ,106.7.4,40.36,43.88,41.97,46.53,48.16,3285,3897,3605,3966,3940,
南投縣  ,106.7.4,40.80,44.49,43.18,47.68,50.36,3592,0,3583,4083,3833,
雲林縣  ,106.7.4,39.60,43.19,0.00,44.29,46.34,3265,3861,0,3993,3805,
嘉義市  ,106.7.4,40.58,0.00,0.00,46.38,47.25,3203,0,0,4167,3924,
嘉義縣  ,106.7.4,39.60,0.00,0.00,45.87,45.91,3175,0,0,4092,3825,
台南市  ,106.7.4,41.48,47.50,44.33,51.67,54.00,3305,3542,3695,4070,3958,
高雄市  ,106.7.4,40.53,0.00,42.95,47.90,49.78,3389,0,0,4213,4331,
屏東縣  ,106.7.4,40.81,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.7.4,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.7.4,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.7.4,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.7.4,42.29,0.00,0.00,51.67,51.67,3325,0,0,0,0,
基隆市  ,106.7.3,43.96,45.00,0.00,50.12,53.69,3936,3988,0,4431,4950,
台北市  ,106.7.3,44.94,46.12,44.91,52.44,57.02,3780,3883,3881,4450,4802,
新北市  ,106.7.3,43.20,44.62,44.11,50.22,54.45,3835,4004,3982,4384,4833,
桃園市  ,106.7.3,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.7.3,42.29,44.79,0.00,48.33,50.00,3440,3845,0,4167,4133,
新竹縣  ,106.7.3,39.90,44.00,0.00,48.75,49.44,3425,3917,0,4195,4333,
苗栗縣  ,106.7.3,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.7.3,42.92,47.92,44.88,48.99,52.38,3329,3834,3845,4010,4005,
彰化縣  ,106.7.3,40.36,43.88,41.97,46.53,48.16,3285,3897,3605,3966,3940,
南投縣  ,106.7.3,40.80,44.49,43.18,47.68,50.36,3592,0,3583,4083,3833,
雲林縣  ,106.7.3,39.60,43.19,0.00,44.29,46.34,3265,3861,0,3993,3805,
嘉義市  ,106.7.3,40.58,0.00,0.00,46.38,47.25,3203,0,0,4167,3924,
嘉義縣  ,106.7.3,39.60,0.00,0.00,45.87,45.91,3175,0,0,4092,3825,
台南市  ,106.7.3,41.48,47.50,44.33,51.67,54.00,3305,3542,3639,4056,3958,
高雄市  ,106.7.3,40.53,0.00,42.95,47.90,49.78,3389,0,0,4213,4331,
屏東縣  ,106.7.3,40.81,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.7.3,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.7.3,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.7.3,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.7.3,42.29,0.00,0.00,51.67,51.67,3321,0,0,0,0,
基隆市  ,106.6.30,43.96,45.00,0.00,50.12,53.69,3936,3988,0,4431,4950,
台北市  ,106.6.30,44.94,46.12,44.91,52.44,57.39,3780,3883,3881,4450,4835,
新北市  ,106.6.30,43.20,44.62,44.11,50.22,54.72,3835,4004,3982,4384,4875,
桃園市  ,106.6.30,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.6.30,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.30,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.30,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.30,42.92,47.92,44.88,48.99,52.38,3386,3834,3845,4010,4005,
彰化縣  ,106.6.30,40.54,43.88,41.97,46.53,48.16,3297,3897,3605,3921,3940,
南投縣  ,106.6.30,41.04,44.49,43.18,47.68,50.36,3651,0,3583,4083,3833,
雲林縣  ,106.6.30,39.60,43.19,0.00,44.29,46.34,3267,3861,0,3965,3807,
嘉義市  ,106.6.30,40.58,0.00,0.00,46.38,47.25,3203,0,0,4100,3924,
嘉義縣  ,106.6.30,39.60,0.00,0.00,45.87,45.91,3171,0,0,4092,3839,
台南市  ,106.6.30,41.48,47.50,44.33,51.67,54.00,3305,3542,3639,4056,3958,
高雄市  ,106.6.30,40.53,0.00,42.95,47.90,49.78,3389,0,0,4213,4331,
屏東縣  ,106.6.30,41.06,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.6.30,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.6.30,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.30,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.30,42.29,0.00,0.00,51.67,51.67,3321,0,0,0,0,
基隆市  ,106.6.29,43.96,45.00,0.00,50.12,53.69,3936,3988,0,4431,4950,
台北市  ,106.6.29,44.94,46.12,44.91,52.44,57.39,3780,3883,3881,4450,4835,
新北市  ,106.6.29,43.20,44.62,44.11,50.22,54.72,3835,4004,3982,4384,4875,
桃園市  ,106.6.29,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.6.29,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.29,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.29,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.29,42.92,47.92,44.88,48.99,52.38,3412,3834,3845,4010,4005,
彰化縣  ,106.6.29,40.54,43.88,41.97,46.53,48.16,3315,3897,3605,3921,3940,
南投縣  ,106.6.29,41.04,44.49,43.18,47.68,50.36,3675,0,3583,4083,3833,
雲林縣  ,106.6.29,39.99,43.39,0.00,44.13,47.46,3266,3861,0,3944,3801,
嘉義市  ,106.6.29,40.58,0.00,0.00,46.38,47.25,3203,0,0,4100,3924,
嘉義縣  ,106.6.29,39.60,0.00,0.00,45.87,45.91,3171,0,0,4092,3839,
台南市  ,106.6.29,41.48,47.50,44.33,51.67,54.00,3305,3542,3639,4056,3958,
高雄市  ,106.6.29,40.58,0.00,42.85,47.76,49.78,3386,0,0,4213,4343,
屏東縣  ,106.6.29,41.06,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.6.29,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.6.29,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.29,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.29,42.29,0.00,0.00,51.67,51.67,3321,0,0,0,0,
基隆市  ,106.6.28,43.96,45.00,0.00,50.12,53.69,3936,3988,0,4431,4950,
台北市  ,106.6.28,44.94,46.12,44.91,52.39,57.66,3780,3883,3881,4425,4865,
新北市  ,106.6.28,43.20,44.62,44.11,50.41,54.96,3840,4004,3975,4394,4885,
桃園市  ,106.6.28,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.6.28,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.28,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.28,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.28,42.92,47.92,44.88,48.99,52.38,3412,3834,3845,4010,4005,
彰化縣  ,106.6.28,40.54,43.88,41.97,46.53,48.16,3315,3897,3605,3921,3940,
南投縣  ,106.6.28,41.04,44.49,43.18,47.68,50.36,3675,0,3583,4083,3833,
雲林縣  ,106.6.28,40.26,43.39,0.00,44.13,47.46,3292,3861,0,3944,3801,
嘉義市  ,106.6.28,40.58,0.00,0.00,46.38,47.25,3203,0,0,4100,3924,
嘉義縣  ,106.6.28,39.60,0.00,0.00,45.87,45.91,3171,0,0,4092,3839,
台南市  ,106.6.28,41.48,47.50,44.33,51.67,54.00,3305,3542,3639,4056,3958,
高雄市  ,106.6.28,40.58,0.00,42.85,47.76,49.78,3386,0,0,4213,4343,
屏東縣  ,106.6.28,41.06,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.6.28,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.6.28,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.28,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.28,42.29,0.00,0.00,51.67,51.67,3321,0,0,0,0,
基隆市  ,106.6.27,43.96,45.00,0.00,50.12,53.69,3936,3988,0,4431,4950,
台北市  ,106.6.27,44.94,46.12,44.91,52.39,57.66,3780,3883,3881,4425,4865,
新北市  ,106.6.27,43.20,44.62,44.11,50.41,54.96,3840,4004,3975,4394,4885,
桃園市  ,106.6.27,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.6.27,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.27,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.27,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.27,42.92,47.92,44.88,48.99,52.38,3412,3834,3845,4010,4005,
彰化縣  ,106.6.27,40.54,43.88,41.97,46.53,48.16,3388,3897,3629,3844,3965,
南投縣  ,106.6.27,41.04,44.49,43.18,47.68,50.36,3711,0,3833,3750,4000,
雲林縣  ,106.6.27,40.26,43.39,0.00,44.13,47.46,3308,3861,0,3944,3801,
嘉義市  ,106.6.27,40.58,0.00,0.00,46.38,47.25,3203,0,0,4100,3924,
嘉義縣  ,106.6.27,39.60,0.00,0.00,45.87,45.91,3171,0,0,4092,3839,
台南市  ,106.6.27,41.66,47.50,44.33,51.67,54.00,3320,3542,3639,4014,3945,
高雄市  ,106.6.27,40.58,0.00,42.85,47.76,49.78,3386,0,0,4213,4343,
屏東縣  ,106.6.27,41.06,43.33,0.00,47.76,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.6.27,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.6.27,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.27,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.27,42.29,0.00,0.00,51.67,51.67,3325,0,0,0,0,
基隆市  ,106.6.26,44.04,44.37,0.00,50.04,54.71,3971,3950,0,4419,4950,
台北市  ,106.6.26,44.94,46.12,44.83,52.39,57.76,3795,3892,3872,4425,4873,
新北市  ,106.6.26,43.35,44.43,44.07,50.28,55.35,3865,4027,3950,4352,4933,
桃園市  ,106.6.26,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.6.26,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.26,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.26,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.26,42.92,47.92,44.88,48.99,52.38,3440,3834,3845,3960,4005,
彰化縣  ,106.6.26,40.54,43.88,41.97,46.53,48.16,3422,3897,3629,3844,3965,
南投縣  ,106.6.26,41.04,44.49,43.18,47.68,50.36,3775,0,3833,3750,4000,
雲林縣  ,106.6.26,40.26,43.39,0.00,44.13,47.46,3304,3861,0,3944,3805,
嘉義市  ,106.6.26,40.82,0.00,0.00,46.38,47.25,3209,0,0,4100,3940,
嘉義縣  ,106.6.26,40.22,0.00,0.00,45.29,46.39,3175,0,0,4021,3736,
台南市  ,106.6.26,41.66,47.50,44.33,51.67,54.63,3342,3542,3639,3965,3986,
高雄市  ,106.6.26,40.67,0.00,42.90,47.76,49.72,3390,0,0,4227,4337,
屏東縣  ,106.6.26,41.06,43.33,0.00,47.76,51.71,3447,0,0,4231,4391,
宜蘭縣  ,106.6.26,43.08,45.33,44.55,50.00,54.17,3450,0,3722,3958,4333,
花蓮縣  ,106.6.26,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.26,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.26,42.29,0.00,0.00,51.67,51.67,3325,0,0,0,0,
基隆市  ,106.6.23,44.04,44.37,0.00,50.04,54.71,3971,3950,0,4419,4950,
台北市  ,106.6.23,44.94,46.12,44.83,52.39,57.76,3795,3892,3872,4425,4873,
新北市  ,106.6.23,43.35,44.43,44.07,50.28,55.35,3865,4027,3950,4352,4933,
桃園市  ,106.6.23,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3981,4056,
新竹市  ,106.6.23,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.23,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.23,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.23,43.15,47.92,44.88,48.75,52.50,3477,3876,3789,3903,4047,
彰化縣  ,106.6.23,40.54,43.88,41.97,46.53,48.16,3422,3897,3629,3844,3965,
南投縣  ,106.6.23,41.04,44.49,43.18,47.68,50.36,3775,0,3833,3750,4000,
雲林縣  ,106.6.23,40.26,43.39,0.00,44.13,47.46,3302,3861,0,3944,3805,
嘉義市  ,106.6.23,40.82,0.00,0.00,46.38,47.25,3209,0,0,4100,3940,
嘉義縣  ,106.6.23,40.22,0.00,0.00,45.29,46.39,3175,0,0,4021,3736,
台南市  ,106.6.23,41.66,47.50,44.33,51.67,54.63,3350,3542,3639,3951,3986,
高雄市  ,106.6.23,40.67,0.00,42.90,47.76,49.72,3390,0,0,4227,4337,
屏東縣  ,106.6.23,41.06,43.33,0.00,47.76,51.71,3447,0,0,4136,4391,
宜蘭縣  ,106.6.23,43.08,45.33,44.55,50.00,54.17,3450,0,3722,3958,4333,
花蓮縣  ,106.6.23,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.23,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.23,42.29,0.00,0.00,51.67,51.67,3325,0,0,0,0,
基隆市  ,106.6.22,44.13,44.37,0.00,50.04,54.71,3983,3950,0,4419,4950,
台北市  ,106.6.22,44.96,46.12,44.83,52.39,57.76,3817,3892,3872,4425,4873,
新北市  ,106.6.22,43.43,44.43,44.07,50.17,55.35,3875,4027,3950,4343,4933,
桃園市  ,106.6.22,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3963,4037,
新竹市  ,106.6.22,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.22,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.22,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.22,43.15,47.92,44.88,48.75,52.50,3477,3876,3789,3903,4047,
彰化縣  ,106.6.22,40.54,43.88,41.97,46.53,48.16,3422,3897,3629,3844,3965,
南投縣  ,106.6.22,41.04,44.49,43.18,47.68,50.36,3775,0,3833,3750,4000,
雲林縣  ,106.6.22,40.26,43.39,0.00,44.13,47.46,3309,3861,0,3916,3798,
嘉義市  ,106.6.22,40.82,0.00,0.00,46.38,47.25,3209,0,0,4100,3940,
嘉義縣  ,106.6.22,40.22,0.00,0.00,45.29,46.39,3175,0,0,4021,3736,
台南市  ,106.6.22,41.66,47.50,44.33,51.67,54.63,3354,3542,3639,3951,3986,
高雄市  ,106.6.22,40.67,0.00,42.90,47.76,49.72,3390,0,0,4227,4337,
屏東縣  ,106.6.22,41.06,43.33,0.00,47.76,51.71,3447,0,0,4136,4391,
宜蘭縣  ,106.6.22,43.08,45.33,44.55,50.00,54.17,3450,0,3722,3958,4333,
花蓮縣  ,106.6.22,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.22,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.22,42.29,0.00,0.00,51.67,51.67,3325,0,0,0,0,
基隆市  ,106.6.21,44.13,44.37,0.00,50.04,54.71,3983,3950,0,4419,4950,
台北市  ,106.6.21,44.96,46.12,44.83,52.39,57.76,3825,3892,3872,4417,4882,
新北市  ,106.6.21,43.43,44.43,44.07,50.17,55.35,3875,4027,3950,4343,4933,
桃園市  ,106.6.21,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3963,4037,
新竹市  ,106.6.21,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.21,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.21,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.21,43.15,47.92,44.88,48.75,52.50,3477,3876,3789,3903,4047,
彰化縣  ,106.6.21,40.54,43.88,41.97,46.53,48.16,3422,3897,3629,3844,3965,
南投縣  ,106.6.21,41.16,44.49,43.34,47.68,50.36,3775,0,3833,3750,4000,
雲林縣  ,106.6.21,40.26,43.39,0.00,44.13,47.46,3317,3861,0,3903,3795,
嘉義市  ,106.6.21,40.82,0.00,0.00,46.38,47.25,3209,0,0,4100,3940,
嘉義縣  ,106.6.21,40.22,0.00,0.00,45.29,46.39,3175,0,0,4021,3736,
台南市  ,106.6.21,41.66,47.50,44.33,51.67,54.63,3354,3542,3639,3951,3986,
高雄市  ,106.6.21,40.70,0.00,42.90,47.76,49.72,3397,0,0,4227,4337,
屏東縣  ,106.6.21,41.06,43.33,0.00,47.76,51.71,3447,0,0,4136,4391,
宜蘭縣  ,106.6.21,43.08,45.33,44.55,50.00,54.17,3450,0,3722,3958,4333,
花蓮縣  ,106.6.21,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.21,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.21,42.29,0.00,0.00,51.67,51.67,3325,0,0,0,0,
基隆市  ,106.6.20,44.13,44.37,0.00,50.04,54.71,3983,3950,0,4419,4950,
台北市  ,106.6.20,44.96,46.12,44.83,52.39,57.76,3825,3892,3872,4417,4882,
新北市  ,106.6.20,43.43,44.43,44.07,50.17,55.35,3875,4027,3950,4343,4933,
桃園市  ,106.6.20,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3963,4037,
新竹市  ,106.6.20,43.13,45.21,0.00,47.71,50.28,3488,3845,0,4071,4133,
新竹縣  ,106.6.20,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.20,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.20,43.15,47.92,44.88,48.75,52.50,3477,3876,3789,3903,4047,
彰化縣  ,106.6.20,40.54,43.88,41.97,46.53,48.16,3422,3897,3629,3844,3965,
南投縣  ,106.6.20,41.16,44.49,43.34,47.68,50.36,3775,0,3833,3750,4000,
雲林縣  ,106.6.20,40.26,43.39,0.00,44.13,47.46,3317,3861,0,3896,3788,
嘉義市  ,106.6.20,40.82,0.00,0.00,46.38,47.25,3209,0,0,4100,3940,
嘉義縣  ,106.6.20,40.22,0.00,0.00,45.29,46.39,3175,0,0,4021,3736,
台南市  ,106.6.20,41.66,47.50,44.33,51.67,54.63,3354,3542,3639,3951,3986,
高雄市  ,106.6.20,40.70,0.00,42.90,47.76,49.72,3397,0,0,4227,4337,
屏東縣  ,106.6.20,41.06,43.33,0.00,47.76,51.71,3447,0,0,4136,4391,
宜蘭縣  ,106.6.20,43.08,45.33,44.55,50.00,54.17,3450,0,3722,3958,4333,
花蓮縣  ,106.6.20,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
台東縣  ,106.6.20,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.6.20,42.29,0.00,0.00,51.67,51.67,3329,0,0,0,0,
基隆市  ,106.6.19,44.13,44.37,0.00,50.04,54.71,3983,3950,0,4419,4950,
台北市  ,106.6.19,44.96,46.12,44.83,52.39,57.76,3825,3892,3872,4417,4882,
新北市  ,106.6.19,43.43,44.43,44.07,50.17,55.35,3875,4027,3950,4343,4933,
桃園市  ,106.6.19,41.33,38.81,39.54,46.48,55.00,3273,3667,3636,3963,4037,
新竹市  ,106.6.19,43.54,45.21,0.00,47.71,50.28,3548,3845,0,4071,4133,
新竹縣  ,106.6.19,40.31,43.33,0.00,48.13,49.44,3445,3917,0,4139,4333,
苗栗縣  ,106.6.19,40.71,0.00,0.00,45.22,49.08,3397,0,0,3989,4583,
台中市  ,106.6.19,43.15,47.92,44.88,48.75,52.50,3477,3876,3789,3903,4047,
彰化縣  ,106.6.19,40.72,43.88,42.15,46.53,48.16,3438,3897,3641,3844,3965,
南投縣  ,106.6.19,41.28,44.69,43.65,47.93,50.32,3799,0,3833,3750,4000,
雲林縣  ,106.6.19,40.42,43.39,0.00,43.58,47.65,3317,3861,0,3896,3788,
嘉義市  ,106.6.19,41.06,0.00,0.00,46.38,47.25,3203,0,0,4100,3927,
嘉義縣  ,106.6.19,40.22,0.00,0.00,45.29,46.39,3179,0,0,4000,3722,
台南市  ,106.6.19,41.66,47.50,44.33,51.67,54.63,3357,3542,3639,3937,3986,
高雄市  ,106.6.19,40.70,0.00,42.90,47.76,49.72,3397,0,0,4227,4337,
屏東縣  ,106.6.19,41.49,43.33,0.00,47.76,51.71,3567,0,0,3939,4391,
宜蘭縣  ,106.6.19,43.08,45.33,44.55,50.00,54.17,3450,0,3722,3958,4333,
花蓮縣  ,106.6.19,50.38,0.00,0.00,55.14,58.69,4339,0,0,4300,4389,
